code,meaning,warehouse_row_count,warehouse_patient_count,candidate_origins,amyloid_tier,amyloid_signal_categories,review_bucket,suggested_atom_ids,suggested_atom_names,suggestion_scores,audit_flags
O12.23,"Gestational edema with proteinuria, third trimester",1,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
Q26.6,Portal vein-hepatic artery fistula,2,1,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
Q61.8,Other cystic kidney diseases,2,1,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
S43.421S,"Sprain of right rotator cuff capsule, sequela",4,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
S43.429D,"Sprain of unspecified rotator cuff capsule, subsequent encounter",7,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
S46.019S,"Strain of muscle(s) and tendon(s) of the rotator cuff of unspecified shoulder, sequela",1,1,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
S46.022D,"Laceration of muscle(s) and tendon(s) of the rotator cuff of left shoulder, subsequent encounter",1,1,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
T44.995S,"Adverse effect of other drug primarily affecting the autonomic nervous system, sequela",1,1,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,dysautonomia,Autonomic dysfunction / dysautonomia,"dysautonomia:3.0(tokens=autonomic,nervou,system)",
T82.855D,"Stenosis of coronary artery stent, subsequent encounter",1,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
T82.856A,"Stenosis of peripheral vascular stent, initial encounter",2,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
T83.85XA,"Stenosis due to genitourinary prosthetic devices, implants and grafts, initial encounter",2,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
T85.732D,"Infection and inflammatory reaction due to implanted electronic neurostimulator of peripheral nerve, electrode (lead), subsequent encounter",1,1,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
T85.858S,"Stenosis due to other internal prosthetic devices, implants and grafts, sequela",16,1,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
P59.9,"Neonatal jaundice, unspecified",263500,13581,SUPPLIED_895_LIST,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,321367,5944,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Renal signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes | renal_dysfunction,Renal dysfunction / chronic kidney disease | diabetes,"diabetes:10.0(phrase;same_icd_category;tokens=diabete,diabetic,mellitu,type) | renal_dysfunction:7.0(phrase;tokens=chronic,kidney)",EXPLICIT_ALTERNATIVE_ETIOLOGY
Z11.1,Encounter for screening for respiratory tuberculosis,20974,5278,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
E11.40,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",48554,3681,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:10.0(phrase;same_icd_category;tokens=diabete,diabetic,mellitu,type)",EXPLICIT_ALTERNATIVE_ETIOLOGY
K70.31,Alcoholic cirrhosis of liver with ascites,97828,1919,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
M86.9,"Osteomyelitis, unspecified",43340,1532,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.9,"Rheumatoid arthritis, unspecified",20892,1342,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.79,Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement,74707,1253,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
I12.0,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,82780,1035,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Renal signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,kidney_failure | renal_dysfunction,Kidney failure / end-stage renal disease | Renal dysfunction / chronic kidney disease,"kidney_failure:8.0(phrase;tokens=end,kidney,renal,stage) | renal_dysfunction:8.0(phrase;tokens=chronic,kidney,renal,stage)",EXPLICIT_ALTERNATIVE_ETIOLOGY
K59.03,Drug induced constipation,5982,931,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,constipation,constipation,constipation:3.0(same_icd_category;tokens=constip),EXPLICIT_ALTERNATIVE_ETIOLOGY
B19.20,Unspecified viral hepatitis C without hepatic coma,19316,911,SUPPLIED_895_LIST,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
Z22.7,Latent tuberculosis,3402,577,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.9,"Rheumatoid arthritis with rheumatoid factor, unspecified",15239,495,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
O13.3,"Gestational [pregnancy-induced] hypertension without significant proteinuria, third trimester",2822,474,SUPPLIED_895_LIST,,Renal signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
R76.12,Nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis,2090,433,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease,autoimmune disease,autoimmune_disease:3.0(same_icd_category;tokens=active),EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
R76.11,Nonspecific reaction to tuberculin skin test without active tuberculosis,1632,432,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease,autoimmune disease,autoimmune_disease:3.0(same_icd_category;tokens=active),EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
E11.43,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,4867,422,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:10.0(phrase;same_icd_category;tokens=diabete,diabetic,mellitu,type)",EXPLICIT_ALTERNATIVE_ETIOLOGY
M86.172,"Other acute osteomyelitis, left ankle and foot",11989,418,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.171,"Other acute osteomyelitis, right ankle and foot",11712,407,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
Z20.1,Contact with and (suspected) exposure to tuberculosis,1348,349,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
Q10.5,Congenital stenosis and stricture of lacrimal duct,709,310,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
G62.0,Drug-induced polyneuropathy,1857,261,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,mild_sensory_polyneuropathy,Mild-to-moderate length-dependent sensory polyneuropathy,mild_sensory_polyneuropathy:3.0(same_icd_category;tokens=polyneuropathy),EXPLICIT_ALTERNATIVE_ETIOLOGY
K51.919,"Ulcerative colitis, unspecified with unspecified complications",5077,236,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,ibd_inflammatory_driver,Inflammatory bowel disease,"ibd_inflammatory_driver:7.0(phrase;tokens=coliti,ulcerative)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.09,"Rheumatoid arthritis without rheumatoid factor, multiple sites",7076,226,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,3897,220,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu,type)",EXPLICIT_ALTERNATIVE_ETIOLOGY
E13.42,Other specified diabetes mellitus with diabetic polyneuropathy,685,219,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)",EXPLICIT_ALTERNATIVE_ETIOLOGY
M86.671,"Other chronic osteomyelitis, right ankle and foot",4623,211,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,6614,204,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Renal signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes | renal_dysfunction,Renal dysfunction / chronic kidney disease | diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu,type) | renal_dysfunction:7.0(phrase;tokens=chronic,kidney)",EXPLICIT_ALTERNATIVE_ETIOLOGY
I13.2,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease",912,194,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals | Renal signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,hf_any | hfpef | hypertension | kidney_failure | renal_dysfunction,Heart failure | Heart failure with preserved ejection fraction | Hypertension | Kidney failure / end-stage renal disease | Renal dysfunction / chronic kidney disease,"kidney_failure:8.0(phrase;tokens=end,failure,kidney,renal,stage) | renal_dysfunction:8.0(phrase;tokens=chronic,kidney,renal,stage) | hf_any:7.0(phrase;tokens=failure,heart) | hfpef:3.0(tokens=chronic,failure,heart) | hypertension:3.0(same_icd_category;tokens=hypertensive)",EXPLICIT_ALTERNATIVE_ETIOLOGY
A15.0,Tuberculosis of lung,1144,191,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
E08.21,Diabetes mellitus due to underlying condition with diabetic nephropathy,10355,188,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Renal signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu)",EXPLICIT_ALTERNATIVE_ETIOLOGY
M86.672,"Other chronic osteomyelitis, left ankle and foot",4076,187,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
K51.90,"Ulcerative colitis, unspecified, without complications",2844,174,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,ibd_inflammatory_driver,Inflammatory bowel disease,"ibd_inflammatory_driver:7.0(phrase;tokens=coliti,ulcerative)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.741,Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement,3212,171,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
R76.81,Abnormal rheumatoid factor and anti-citrullinated protein antibody without rheumatoid arthritis,2374,170,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:9.0(phrase;same_icd_category;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
E11.41,Type 2 diabetes mellitus with diabetic mononeuropathy,1595,168,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:10.0(phrase;same_icd_category;tokens=diabete,diabetic,mellitu,type)",EXPLICIT_ALTERNATIVE_ETIOLOGY
Q22.1,Congenital pulmonary valve stenosis,2099,164,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
K50.919,"Crohn's disease, unspecified, with unspecified complications",2723,156,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M46.20,"Osteomyelitis of vertebra, site unspecified",2528,144,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.80,Other rheumatoid arthritis with rheumatoid factor of unspecified site,918,140,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
B19.10,Unspecified viral hepatitis B without hepatic coma,1815,137,SUPPLIED_895_LIST,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
K70.9,"Alcoholic liver disease, unspecified",2755,132,SUPPLIED_895_LIST,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
K70.10,Alcoholic hepatitis without ascites,2386,131,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
O26.643,"Intrahepatic cholestasis of pregnancy, third trimester",688,131,SUPPLIED_895_LIST,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
M86.8X7,"Other osteomyelitis, ankle and foot",2200,126,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
K70.11,Alcoholic hepatitis with ascites,1583,119,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
K50.90,"Crohn's disease, unspecified, without complications",3514,113,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
Q23.0,Congenital stenosis of aortic valve,1788,110,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,ALTERNATIVE_OR_GUARDRAIL_REVIEW,as_valve,Severe aortic stenosis,"as_valve:3.0(tokens=aortic,stenosi,valve)",EXPLICIT_ALTERNATIVE_ETIOLOGY
M86.60,"Other chronic osteomyelitis, unspecified site",1403,98,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.00,"Rheumatoid arthritis without rheumatoid factor, unspecified site",2087,97,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M46.26,"Osteomyelitis of vertebra, lumbar region",1117,92,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
E10.40,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified",1347,90,SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,,Neurologic / autonomic signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,diabetes,diabetes,"diabetes:8.0(phrase;tokens=diabete,diabetic,mellitu,type)",EXPLICIT_ALTERNATIVE_ETIOLOGY
